Tipo de hogar;Gastos totales, medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;218,03
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;233,15
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;238,60
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;250,76
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;253,02
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;246,02
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;248,91
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;234,30
Pareja con 1 hijo;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;225,06
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2015;576,03
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2014;563,24
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2013;537,88
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2012;576,33
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2011;629,03
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2010;675,16
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2009;699,26
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2008;733,63
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2007;819,82
Pareja con 1 hijo;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2006;849,22
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;3.071,86
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;3.024,20
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;3.062,00
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;3.131,65
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;3.199,87
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;3.135,50
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;3.106,21
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;3.044,49
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;2.866,84
Pareja con 1 hijo;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;2.645,27
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;433,90
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;380,99
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;395,51
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;437,56
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;479,96
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;522,24
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;542,13
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;620,22
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;648,02
Pareja con 1 hijo;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;671,94
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2015;358,70
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2014;330,09
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2013;309,50
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2012;318,71
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2011;324,27
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2010;346,68
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2009;362,88
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2008;362,02
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2007;339,31
Pareja con 1 hijo;Gasto medio por persona;Grupo 6. Salud;2006;324,86
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2015;1.415,27
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2014;1.436,69
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2013;1.319,94
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2012;1.384,84
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2011;1.443,21
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2010;1.595,53
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2009;1.526,37
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2008;1.849,21
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2007;1.977,40
Pareja con 1 hijo;Gasto medio por persona;Grupo 7. Transportes;2006;1.793,00
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2015;312,53
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2014;309,30
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2013;317,58
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2012;332,24
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2011;350,34
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2010;355,05
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2009;359,89
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2008;360,41
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2007;340,91
Pareja con 1 hijo;Gasto medio por persona;Grupo 8. Comunicaciones;2006;321,09
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2015;640,70
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2014;607,76
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2013;606,04
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2012;672,45
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2011;717,60
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2010;783,10
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2009;789,39
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2008;811,53
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2007;838,52
Pareja con 1 hijo;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2006;817,38
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2015;168,25
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2014;155,14
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2013;136,60
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2012;137,92
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2011;117,67
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2010;122,27
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2009;117,23
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2008;114,99
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2007;116,79
Pareja con 1 hijo;Gasto medio por persona;Grupo 10. Enseñanza;2006;89,50
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2015;1.044,35
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2014;932,73
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2013;898,24
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2012;956,78
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2011;1.070,86
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2010;1.097,61
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2009;1.108,10
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2008;1.180,84
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2007;1.250,39
Pareja con 1 hijo;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2006;1.157,44
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2015;821,25
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2014;835,88
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2013;795,86
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2012;870,06
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2011;854,87
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2010;916,05
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2009;939,02
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2008;954,06
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2007;917,12
Pareja con 1 hijo;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2006;947,42
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2015;5.451,66
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2014;5.330,67
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2013;5.452,04
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2012;5.507,01
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2011;5.579,65
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2010;5.605,90
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2009;5.730,22
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2008;6.092,02
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2007;5.983,12
Pareja con 2 hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2006;5.876,11
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2015;682,19
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;653,93
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;677,56
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;753,95
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;794,51
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;856,35
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;836,95
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;823,19
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;819,58
Pareja con 2 hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;751,40
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2015;2.196,11
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2014;2.073,73
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2013;2.084,99
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2012;2.107,35
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2011;2.331,33
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2010;2.457,24
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2009;2.513,73
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2008;2.865,82
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2007;3.023,93
Pareja con 2 hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2006;3.015,80
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;9.446,48
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;9.497,42
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;9.697,25
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;9.836,40
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;10.062,27
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;9.842,95
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;9.824,52
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;9.379,02
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;9.025,66
Pareja con 2 hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;8.451,76
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;1.385,39
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;1.285,98
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;1.406,26
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;1.435,78
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;1.698,99
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;1.775,43
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;1.907,28
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;2.074,20
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;2.315,82
Pareja con 2 hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;2.215,37
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2015;1.036,65
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2014;982,00
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2013;991,12
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2012;991,90
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2011;1.062,69
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2010;1.129,49
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2009;1.102,21
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2008;1.235,68
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2007;1.097,02
Pareja con 2 hijos;Gasto medio por hogar;Grupo 6. Salud;2006;1.222,60
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2015;4.932,24
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2014;4.823,32
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2013;4.875,96
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2012;5.015,47
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2011;5.467,79
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2010;5.711,96
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2009;5.324,04
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2008;6.388,55
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2007;6.679,30
Pareja con 2 hijos;Gasto medio por hogar;Grupo 7. Transportes;2006;6.521,51
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2015;1.053,37
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2014;1.038,35
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2013;1.090,76
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2012;1.132,60
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2011;1.182,42
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2010;1.211,68
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2009;1.255,39
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2008;1.261,21
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2007;1.216,66
Pareja con 2 hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2006;1.130,29
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2015;2.526,35
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2014;2.274,63
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2013;2.368,80
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2012;2.596,93
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2011;2.809,28
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2010;2.963,96
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2009;3.068,66
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2008;3.264,35
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2007;3.278,83
Pareja con 2 hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2006;3.178,33
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2015;1.000,98
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2014;1.004,80
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2013;927,86
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2012;840,32
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2011;784,97
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2010;745,87
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2009;708,89
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2008;722,85
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2007;682,03
Pareja con 2 hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2006;650,47
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2015;3.831,85
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2014;3.456,18
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2013;3.362,44
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2012;3.842,46
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2011;3.982,57
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2010;4.029,38
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2009;4.310,52
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2008;4.577,12
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2007;4.733,92
Pareja con 2 hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2006;4.416,50
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2015;2.654,21
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2014;2.619,82
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2013;2.614,77
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2012;2.760,18
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2011;2.936,04
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2010;2.939,21
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2009;3.027,96
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2008;3.213,95
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2007;3.224,99
Pareja con 2 hijos;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2006;3.103,95
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2015;1.362,92
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2014;1.332,67
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2013;1.363,01
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2012;1.376,75
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2011;1.394,91
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2010;1.401,48
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2009;1.432,56
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2008;1.523,01
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2007;1.495,78
Pareja con 2 hijos;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2006;1.469,03
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2015;170,55
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;163,48
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;169,39
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;188,49
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;198,63
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;214,09
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;209,24
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;205,80
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;204,89
Pareja con 2 hijos;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;187,85
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2015;549,03
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2014;518,43
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2013;521,25
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2012;526,84
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2011;582,83
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2010;614,31
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2009;628,43
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2008;716,46
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2007;755,98
Pareja con 2 hijos;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2006;753,95
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;2.361,62
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;2.374,35
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;2.424,31
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;2.459,10
